DETAILED DATABASE

+--------+---------------------------+---------------------------+------+------+----------------------------------------------------------------------------------------------------------------------------------+---------+---------+---------+-------------+------------+------+------+----------+---------+---------+---------+-------------+------------+------+------+----------+---------+
|  ROLL  |            NAME           |        FATHER_NAME        | SEM1 | SEM2 |                                                             PENDING1                                                             | STATUS1 | SEM1_CO | SEM2_CO | PENDING1_CO | STATUS1_CO | SEM3 | SEM4 | PENDING2 | STATUS2 | SEM3_CO | SEM4_CO | PENDING2_CO | STATUS2_CO | SEM5 | SEM6 | PENDING3 | STATUS3 |
| 14244  |        SATYAM GUPTA       |    AKHILESH KUMAR GUPTA   | 793  | 779  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 844  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14245  |    SAUMYA SINGH CHAUHAN   |      SHIVA PAL SINGH      | 815  | 715  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 762  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14246  |       SHARAD SHUKLA       |     SHIV PRASAD SHUKLA    | 737  | 737  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 816  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14247  |        SHREYA ANAND       |       ANIRUDHA KUMAR      | 757  | 721  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 828  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14248  |       SHREYA SHARMA       |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14249  |        SNEHA BHARTI       |   BIRENDRA KUMAR BHARTI   | 652  | 611  |                                                         KEE201, KME102,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 711  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14250  |     SUBESH KUMAR SINGH    |        SANJAY SINGH       | 615  | 636  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 700  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14251  |      SUBHRANT PANDEY      |   AVINASH CHANDRA PANDEY  | 780  | 842  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 826  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14252  |       SUDHIR KUMAR        |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14253  |        SWAPNIL RAJ        |     SANJEEV SRIVASTAVA    | 780  | 807  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 780  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14254  |       SWATI GANGWAR       |   AVDHESH KUMAR GANGWAR   | 857  | 839  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 830  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14255  |        VIKAS MAURYA       |      AKHILESH MAURYA      | 800  | 813  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 783  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14256  |        VIPUL KAPOOR       |        AKHIL KAPOOR       | 863  | 824  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 868  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
